,City_Name,City_Lat,City_Long,Temperature,Humidity,Cloudiness,Wind_Speed,Country,Date
593,RepatriaciÃ³n,-25.5333,-55.95,52.74,77,97,5.03,PY,2021-06-17 05:04:34
594,Antofagasta,-23.65,-70.4,56.48,73,0,5.17,CL,2021-06-17 05:04:34
595,Jishu,44.3167,126.8,62.17,96,100,10.76,CN,2021-06-17 05:04:34
596,Luena,-11.7833,19.9167,47.05,50,10,2.8,AO,2021-06-17 05:04:35
597,Xunchang,28.4543,104.715,69.21,87,100,2.57,CN,2021-06-17 05:04:35
598,Pemba,-12.974,40.5178,72.21,84,25,9.98,MZ,2021-06-17 05:04:35
599,Mumford,5.2618,-0.759,76.44,88,89,10.16,GH,2021-06-17 05:04:36
600,San Vicente,-26.6167,-54.1333,44.62,90,78,3.29,AR,2021-06-17 05:04:36
601,Wagar,16.1525,36.2032,91.2,39,33,15.73,SD,2021-06-17 05:04:37
602,Mongo,12.1844,18.692999999999998,81.99,53,82,4.0,TD,2021-06-17 05:04:37
603,PÃ³voa de Varzim,41.3834,-8.7636,64.65,94,40,4.61,PT,2021-06-17 05:04:37
604,Impfondo,1.6381,18.0667,71.82,93,100,2.44,CG,2021-06-17 05:04:38
605,CamanÃ¡,-16.6228,-72.7111,64.24,83,43,8.75,PE,2021-06-17 05:04:38
606,Punto Fijo,11.6956,-70.1996,78.8,83,48,24.99,VE,2021-06-17 05:04:39
607,Charagua,-19.8,-63.2167,45.16,93,100,8.81,BO,2021-06-17 05:04:39
608,Sompeta,18.9333,84.6,92.12,55,100,8.12,IN,2021-06-17 05:04:39
609,Arroyo de la Encomienda,41.6096,-4.7969,60.94,84,97,3.18,ES,2021-06-17 05:04:40
610,Bayir,37.2687,28.2167,63.12,64,0,4.38,TR,2021-06-17 05:04:40
611,Lufilufi,-13.8745,-171.5986,81.79,79,95,16.69,WS,2021-06-17 05:04:40
612,Umluj,25.0213,37.2685,84.13,55,0,12.91,SA,2021-06-17 05:04:41
613,Mimongo,-1.6195,11.6068,67.3,100,99,2.06,GA,2021-06-17 05:04:41
614,Green River,41.5286,-109.4662,75.99,20,49,5.1,US,2021-06-17 05:04:42
615,Molteno,-31.3968,26.3625,41.7,76,9,5.86,ZA,2021-06-17 05:04:42
616,Santa Cruz de La Palma,28.6835,-17.7642,69.94,83,75,12.66,ES,2021-06-17 05:04:42
617,West Bay,19.3667,-81.4167,82.99,85,100,4.0,KY,2021-06-17 05:04:43
618,Wenling,28.3669,121.36,85.87,84,84,5.59,CN,2021-06-17 05:04:43
619,Aloleng,16.1307,119.7824,86.54,68,25,10.63,PH,2021-06-17 05:04:44
620,SamanÃ¡,19.2056,-69.3369,77.11,92,4,6.98,DO,2021-06-17 05:04:44
621,Huron,41.1501,-82.5499,53.08,82,24,5.48,US,2021-06-17 05:04:44
622,Luzhou,28.8724,105.4405,70.52,93,100,6.13,CN,2021-06-17 05:04:45
623,Muroto-misakicho,33.2833,134.15,73.31,73,97,4.45,JP,2021-06-17 05:04:45
624,Horta,38.5333,-28.6333,65.7,88,100,14.23,PT,2021-06-17 05:04:45
625,Birao,10.2849,22.7882,73.17,81,100,9.01,CF,2021-06-17 05:02:13
626,Port Alfred,-33.5906,26.891,58.59,80,4,8.52,ZA,2021-06-17 05:04:46
628,Nanyamba,-10.6833,39.8333,67.71,92,23,4.29,TZ,2021-06-17 05:04:47
629,Kingman,35.1894,-114.053,93.58,20,66,2.93,US,2021-06-17 05:00:00
630,Siocon,7.7061,122.1353,87.13,64,56,2.06,PH,2021-06-17 05:04:47
631,Oistins,13.0667,-59.5333,80.69,69,75,23.02,BB,2021-06-17 05:04:23
632,Marawi,7.9986,124.2928,78.24,81,41,1.61,PH,2021-06-17 05:04:48
633,Witu,-2.3889,40.4382,77.81,70,100,10.69,KE,2021-06-17 05:04:48
634,Batangafo,7.3008,18.2833,69.78,97,100,5.01,CF,2021-06-17 05:04:49
635,KattivÄkkam,13.2167,80.3167,92.07,61,99,19.89,IN,2021-06-17 05:04:49
636,La Santisima Trinidad,-14.8333,-64.9,70.75,75,100,3.36,BO,2021-06-17 05:04:50
637,Beira,-19.8436,34.8389,65.57,88,0,3.0,MZ,2021-06-17 05:04:50
638,Callaway,30.153000000000002,-85.5699,78.04,70,1,1.01,US,2021-06-17 05:04:51
639,Corbii Mari,44.55,25.5,67.05,79,12,4.43,RO,2021-06-17 05:04:51
640,JutaÃ­,-5.1833,-68.9,70.83,99,98,0.27,BR,2021-06-17 05:04:52
641,PadmanÄbhapuram,8.2333,77.3333,85.68,70,98,14.65,IN,2021-06-17 05:04:52
642,Trelew,-43.248999999999995,-65.3051,36.16,54,2,3.44,AR,2021-06-17 05:04:53
643,Catuday,16.2923,119.8062,84.99,68,24,9.84,PH,2021-06-17 05:04:53
644,Buenos Aires,-34.6132,-58.3772,44.06,76,100,1.01,AR,2021-06-17 05:01:41
645,Calama,-22.4667,-68.9333,45.82,44,0,5.93,CL,2021-06-17 05:00:24
646,Akdepe,42.0551,59.3788,91.4,12,0,14.32,TM,2021-06-17 05:04:54
647,BanepÄ,27.6298,85.5214,77.32,73,75,2.3,NP,2021-06-17 05:04:54
648,Hue,16.4667,107.6,93.31,55,20,9.22,VN,2021-06-17 05:04:55
649,Port Antonio,18.18,-76.4612,74.26,84,54,8.9,JM,2021-06-17 05:04:55
650,Lalibela,12.0333,39.0333,68.76,27,98,1.43,ET,2021-06-17 05:04:55
651,Hanmer Springs,-42.5167,172.8167,41.25,98,100,2.59,NZ,2021-06-17 05:04:56
652,Kruisfontein,-34.0033,24.7314,53.2,80,0,6.6,ZA,2021-06-17 05:04:56
653,Presidente EpitÃ¡cio,-21.7633,-52.1156,63.9,66,87,5.03,BR,2021-06-17 05:04:57
654,Nkowakowa,-23.8878,30.2871,53.65,39,17,4.76,ZA,2021-06-17 05:04:57
655,Birjand,32.8663,59.2211,78.03,11,0,19.8,IR,2021-06-17 05:04:57
656,Jackson,42.4165,-122.8345,65.41,55,0,2.1,US,2021-06-17 05:00:33
657,Mountain Home,43.133,-115.6912,66.79,22,1,6.91,US,2021-06-17 05:04:58
658,Huarmey,-10.0681,-78.1522,66.58,87,55,9.84,PE,2021-06-17 05:04:58
659,Todos Santos,23.45,-110.2167,71.6,88,19,7.72,MX,2021-06-17 05:04:59
660,Bojnourd,37.4747,57.32899999999999,79.81,11,0,7.07,IR,2021-06-17 05:03:48
661,Praia,14.9215,-23.5087,72.14,83,20,11.5,CV,2021-06-17 05:04:59
662,Deogarh,21.5333,84.7333,79.2,84,100,3.0,IN,2021-06-17 05:05:00
663,Nantucket,41.2835,-70.0995,57.15,90,1,0.0,US,2021-06-17 05:05:00
664,Teahupoo,-17.8333,-149.2667,73.36,85,100,18.48,PF,2021-06-17 05:05:01
665,West Wendover,40.7391,-114.0733,79.81,17,1,0.0,US,2021-06-17 05:05:01
666,Ulundi,-28.3352,31.4162,57.43,42,87,3.78,ZA,2021-06-17 05:02:14
667,Roanoke Rapids,36.4615,-77.6542,59.31,100,1,0.0,US,2021-06-17 05:02:01
668,Xichang,27.8964,102.2634,83.7,59,100,4.47,CN,2021-06-17 05:05:02
669,Hirara,24.8,125.2833,85.8,77,94,8.68,JP,2021-06-17 05:05:02
670,Bonthe,7.5264,-12.505,77.92,80,35,4.63,SL,2021-06-17 05:05:03
671,Makkah al Mukarramah,21.4267,39.8261,90.52,36,26,6.67,SA,2021-06-17 05:05:04
672,Shahrud,36.4182,54.9763,78.91,15,0,4.25,IR,2021-06-17 05:05:04
673,Maswa,-2.6833,33.9833,67.53,69,82,1.43,TZ,2021-06-17 05:05:05
674,Langsa,4.4683,97.9683,92.62,52,72,3.31,ID,2021-06-17 05:05:05
675,OshnavÄ«yeh,37.0397,45.0983,79.05,16,0,1.95,IR,2021-06-17 05:05:06
676,Kutum,14.2,24.6667,74.62,61,100,15.75,SD,2021-06-17 05:05:06
677,Lincoln,40.8,-96.667,80.44,77,10,1.01,US,2021-06-17 04:59:14
678,Praia,14.9215,-23.5087,72.14,83,20,11.5,CV,2021-06-17 05:04:59
679,Maun,-19.9833,23.4167,50.67,40,3,3.96,BW,2021-06-17 05:05:07
680,Puerto del Rosario,28.5004,-13.8627,69.55,78,23,17.27,ES,2021-06-17 05:05:07
681,Belmonte,-15.8631,-38.8828,66.7,78,8,3.13,BR,2021-06-17 05:05:08
682,Banda Aceh,5.5577,95.3222,86.45,60,99,11.21,ID,2021-06-17 05:05:08
683,Portachuelo,-17.35,-63.4,63.5,65,97,13.11,BO,2021-06-17 05:05:08
684,Fort-Shevchenko,44.5086,50.263000000000005,86.92,31,0,23.09,KZ,2021-06-17 05:05:09
685,Macomb,40.4592,-90.6718,65.62,72,1,3.44,US,2021-06-17 05:05:09
686,Port Hedland,-20.3167,118.5667,69.85,30,75,14.97,AU,2021-06-17 05:05:10
687,Pooler,32.1155,-81.2471,73.58,90,40,0.0,US,2021-06-17 05:05:10
688,Erenhot,43.6475,111.9767,68.54,22,30,33.38,CN,2021-06-17 05:05:10
689,Mfou,3.7159,11.6427,66.58,98,100,2.77,CM,2021-06-17 05:05:11
690,Faro,37.0194,-7.9322,64.18,100,40,8.05,PT,2021-06-17 05:03:53
691,Lithgow,-33.4833,150.15,46.13,69,22,16.26,AU,2021-06-17 05:05:11
692,Taltal,-25.4,-70.4833,59.58,71,1,1.68,CL,2021-06-17 05:05:12
693,Sterling,39.0062,-77.4286,61.72,66,75,8.01,US,2021-06-17 05:03:13
694,Turaif,31.6725,38.6637,66.31,45,0,6.51,SA,2021-06-17 05:05:12
695,Itaituba,-4.2761,-55.9836,72.77,97,53,1.12,BR,2021-06-17 05:02:08
696,PoconÃ©,-16.2567,-56.6228,64.85,72,90,3.76,BR,2021-06-17 05:05:13
697,Saint-Paul,-21.0096,55.2707,72.55,93,22,1.3,RE,2021-06-17 05:05:13
698,BÄndarban,22.1965,92.2262,80.76,86,100,5.08,BD,2021-06-17 05:05:08
699,Prachuap Khiri Khan,12.2167,99.75,93.58,45,100,10.54,TH,2021-06-17 05:05:14
700,Umm Kaddadah,13.6017,26.6876,80.73,47,100,6.58,SD,2021-06-17 05:05:14
701,San Roque,36.2107,-5.3842,65.23,82,75,8.05,ES,2021-06-17 05:05:15
702,Keskin,39.6731,33.6136,54.07,72,4,5.3,TR,2021-06-17 05:05:15
703,Merauke,-8.4667,140.3333,82.54,72,39,13.67,ID,2021-06-17 05:05:15
704,Illela,13.7292,5.2975,84.76,48,81,7.83,NG,2021-06-17 05:05:16
705,Chabahar,25.2919,60.643,93.2,51,0,5.82,IR,2021-06-17 05:05:16
706,Libreville,0.3925,9.4537,77.02,94,40,8.05,GA,2021-06-17 05:05:17
707,Labuhan,-6.8844,112.2051,84.79,66,100,4.81,ID,2021-06-17 05:05:17
708,TomatlÃ¡n,19.9333,-105.25,81.68,80,57,2.15,MX,2021-06-17 05:05:18
710,Mareeba,-17.0,145.4333,84.42,67,18,4.59,AU,2021-06-17 05:05:18
711,Moreira Sales,-24.0622,-53.0069,54.68,83,58,3.98,BR,2021-06-17 05:05:19
712,Corning,42.1428,-77.0547,45.99,88,1,3.44,US,2021-06-17 05:05:19
713,Monroe,43.1501,-77.6831,51.13,70,1,6.91,US,2021-06-17 05:00:26
714,Chak One Hundred Twenty Nine Left,30.4333,73.05,95.5,32,1,4.25,PK,2021-06-17 05:05:20
715,Quelimane,-17.8786,36.8883,66.15,94,75,0.0,MZ,2021-06-17 05:05:20
716,Vao,-22.6667,167.4833,71.67,76,55,8.19,NC,2021-06-17 05:05:21
717,Xining,36.6167,101.7667,53.29,73,100,3.33,CN,2021-06-17 05:05:21
718,Lilongwe,-13.9669,33.7873,57.63,70,2,0.92,MW,2021-06-17 05:05:22
719,Awka,6.2101,7.0741,72.73,97,99,3.69,NG,2021-06-17 05:05:22
720,JamundÃ­,3.2607,-76.535,67.96,89,56,0.56,CO,2021-06-17 05:05:22
721,Mikuni,36.2171,136.1519,71.26,79,61,9.55,JP,2021-06-17 05:05:23
722,Grand Gaube,-20.0064,57.6608,71.38,82,17,5.99,MU,2021-06-17 05:05:23
723,Kibondo,-3.5864,30.7203,62.83,65,100,2.08,TZ,2021-06-17 05:05:23
724,Manta,-0.95,-80.7333,73.18,88,75,11.5,EC,2021-06-17 05:05:24
725,Bintulu,3.1667,113.0333,84.16,69,68,5.75,MY,2021-06-17 05:05:24
726,Sai Buri,6.7013,101.6168,91.81,62,32,2.98,TH,2021-06-17 05:05:25
727,Lodja,-3.4833,23.4333,64.71,51,74,1.92,CD,2021-06-17 05:05:25
728,Barcelona,41.3888,2.1590000000000003,74.95,74,20,1.01,ES,2021-06-17 05:05:04
729,Kaeo,-35.1,173.7833,60.33,78,8,6.06,NZ,2021-06-17 05:05:25
730,TucuruÃ­,-3.7661,-49.6725,77.72,75,95,2.51,BR,2021-06-17 05:04:30
731,Salina,38.8403,-97.6114,79.12,56,1,4.0,US,2021-06-17 05:04:25
732,Saint-Joseph,-21.3667,55.6167,69.76,79,29,12.75,RE,2021-06-17 05:05:26
733,Biltine,14.5333,20.9167,82.17,51,28,1.14,TD,2021-06-17 05:05:27
734,Atlantic City,39.3643,-74.4229,59.86,71,1,3.44,US,2021-06-17 05:05:27
735,Bloomfield,40.8068,-74.1854,59.92,53,1,1.01,US,2021-06-17 05:04:46
736,Vicam,27.6333,-110.2833,89.65,45,21,5.26,MX,2021-06-17 05:05:28
737,Liverpool,53.4106,-2.9779,57.27,75,100,1.99,GB,2021-06-17 05:05:28
738,Phek,25.6667,94.5,77.63,56,90,3.09,IN,2021-06-17 05:05:29
739,Fare,-16.7,-151.0167,80.06,78,98,22.08,PF,2021-06-17 05:05:29
740,Ambilobe,-13.2,49.05,72.54,64,61,3.96,MG,2021-06-17 05:05:29
741,Berbera,10.4396,45.0143,94.59,36,89,21.09,SO,2021-06-17 05:05:30
742,Arrondissement de Saint-Gaudens,43.0833,0.6667,65.59,79,94,5.55,FR,2021-06-17 05:05:30
743,Nurota,40.5614,65.6886,87.89,14,0,15.84,UZ,2021-06-17 05:05:31
744,Abu Samrah,35.3029,37.1841,68.74,56,0,14.97,SY,2021-06-17 05:05:31
745,Las Vegas,36.175,-115.1372,101.03,10,1,11.5,US,2021-06-17 05:03:29
746,Alice Town,25.7167,-79.3,77.65,81,100,18.03,BS,2021-06-17 05:05:32
747,Nueve de Julio,-35.4444,-60.8831,36.72,75,100,4.68,AR,2021-06-17 05:05:32
748,Non Sung,15.1801,102.2569,93.22,45,37,13.0,TH,2021-06-17 05:05:32
749,Brigantine,39.4101,-74.3646,60.39,72,1,3.44,US,2021-06-17 05:05:33
750,Duku,11.2361,4.9073,76.35,76,100,9.4,NG,2021-06-17 05:05:33
751,Araripina,-7.5761,-40.4983,64.24,77,24,6.42,BR,2021-06-17 05:05:34
752,Willmar,45.1219,-95.0433,77.95,50,40,5.75,US,2021-06-17 05:05:34
753,Larap,14.299000000000001,122.6504,93.31,52,14,2.39,PH,2021-06-17 05:05:34
754,Ternate,0.8,127.4,83.1,73,23,3.96,ID,2021-06-17 05:05:35
755,Pimentel,-6.8367,-79.9342,66.65,85,96,12.26,PE,2021-06-17 05:05:35
756,PoopÃ³,-18.3667,-66.9667,35.11,35,29,1.72,BO,2021-06-17 05:05:36
757,Zastron,-30.3023,27.084,41.41,61,76,2.1,ZA,2021-06-17 05:05:36
758,ChÄbua,27.4825,95.1736,91.35,66,75,4.61,IN,2021-06-17 05:05:36
759,Katobu,-4.9408,122.5276,84.58,66,96,6.4,ID,2021-06-17 05:05:37
760,Kota Belud,6.351,116.4305,87.66,72,42,6.93,MY,2021-06-17 05:05:37
761,Kalianget,-7.05,113.9333,85.1,68,89,9.91,ID,2021-06-17 05:05:37
762,Benxi,41.2886,123.765,64.72,97,100,4.56,CN,2021-06-17 05:05:38
763,El Campo,29.1966,-96.2697,77.56,88,1,0.0,US,2021-06-17 05:05:38
764,Santa VitÃ³ria do Palmar,-33.5189,-53.3681,51.19,81,100,10.58,BR,2021-06-17 05:03:51
765,SÃ£o FÃ©lix do Xingu,-6.6447,-51.995,74.48,72,86,0.81,BR,2021-06-17 05:05:39
766,Salinas,36.6777,-121.6555,61.34,67,1,8.05,US,2021-06-17 05:05:29
767,Nabire,-3.3667,135.4833,82.78,74,62,4.7,ID,2021-06-17 05:05:39
768,Altamira,-3.2033,-52.2064,72.88,97,53,1.63,BR,2021-06-17 05:05:40
769,NarganÃ¡,9.4428,-78.5906,80.17,82,11,2.84,PA,2021-06-17 05:05:40
770,LadÃ¡rio,-19.0047,-57.6017,65.95,69,66,5.06,BR,2021-06-17 05:01:10
771,Gezing,47.9178,13.1299,62.82,76,20,4.61,AT,2021-06-17 05:05:41
772,Yuanping,38.7153,112.7575,79.05,25,62,9.66,CN,2021-06-17 05:05:09
773,BayjÄ«,34.9311,43.486999999999995,83.3,26,0,20.47,IQ,2021-06-17 05:05:42
774,Aquin,18.2833,-73.4,80.28,80,74,4.7,HT,2021-06-17 05:05:42
775,SangÄ«n,32.0728,64.8359,90.48,5,0,15.28,AF,2021-06-17 05:05:42
776,Lubumbashi,-11.6609,27.4794,47.82,69,2,3.13,CD,2021-06-17 05:03:33
777,HÄ«t,33.6416,42.8251,80.46,34,0,25.17,IQ,2021-06-17 05:05:43
778,Moree,-29.4667,149.85,60.8,45,0,12.88,AU,2021-06-17 05:05:43
779,Varna,43.2167,27.9167,65.17,93,75,8.05,BG,2021-06-17 05:04:49
780,Grand-Lahou,5.1367,-5.0242,76.15,88,87,8.12,CI,2021-06-17 05:05:44
781,BÃ©tarÃ© Oya,5.6,14.0833,65.86,99,100,1.7,CM,2021-06-17 05:05:45
782,Palu,-0.8917,119.8707,85.28,78,32,3.33,ID,2021-06-17 05:05:45
783,Puntarenas,9.9763,-84.8384,80.53,84,98,2.73,CR,2021-06-17 05:05:45
784,Lusambo,-4.9667,23.45,61.5,51,90,1.66,CD,2021-06-17 05:05:46
785,Antsohihy,-14.8796,47.9875,74.19,58,45,10.98,MG,2021-06-17 05:05:46
786,Zhaotong,27.3167,103.7167,80.46,55,92,4.34,CN,2021-06-17 05:05:47
787,Taoudenni,22.6783,-3.9836,93.24,10,20,3.49,ML,2021-06-17 05:05:47
788,Barra dos Coqueiros,-10.9089,-37.0386,75.22,83,20,4.61,BR,2021-06-17 05:05:47
789,Kendari,-3.945,122.4989,83.21,71,95,1.25,ID,2021-06-17 05:05:48
790,PiaÃ§abuÃ§u,-10.4056,-36.4344,73.35,82,30,6.42,BR,2021-06-17 05:05:48
